section,题号,单词,音标,释义
S54,Q1,abject,[ˈæbdʒɛkt],"1. (境况)悲惨的，凄惨的，赤贫的  the state of extremely poor, unhappy , unsuccessful , bad"
,,,,2. 萎靡不振的 cast down in spirit：spiritless
,,,,3. 卑躬屈节的；奴性的 expressing or offered in a humble and often ingratiating spirit :
,,,,"servile , slavish"
S54,Q1,pervasive,[pɚˈvesɪv],普遍的，到处渗透的 existing in or spreading through every part of something
S54,Q1,specious,[ˈspiːʃəs],似是而非的 appearing to be true but actually false
S54,Q2,indifference,[ɪnˈdɪfrəns],冷漠 lack of interest in or concern about something
S54,Q2,arrogance,[ˈærəgəns],傲慢 an attitude of superiority manifested in an overbearing manner or in presumptuous
,,,,claims or assumptions
S54,Q2,trepidation,[ˌtrepɪˈdeɪʃn],惊恐; 焦虑 a feeling of fear that causes you to hesitate because you think something bad or
,,,,unpleasant is going to happen
S54,Q3,fallacious,[fəˈleʃəs],荒谬的; 错误的 containing a mistake : not true or accurate
S54,Q3,incontrovertible,[ˌɪnkɑːntrəˈvɜːrtəbl],无可争议的 not able to be doubted or questioned : indisputable
S54,Q3,adverse,[ædˈvɚsˌ ˈædˌvɚs],不利的 bad or unfavorable : not good
S54,Q3,ameliorate,[əˈmilɪəˈret],"改善，减轻 to make better, less painful, etc"
S54,Q4,dismiss,[dɪsˈmɪs],不予理会 to decide not to think about or consider
S54,Q4,endorse,[ɪnˈdɔrs],公开支持; 赞同 to publicly or officially say that you support or approve of someone or
,,,,something
S54,Q4,credulous,[ˈkrɛdʒələs],轻信的 too ready to believe things : easily fooled or cheated
S54,Q5,impediment,[ɪmˈpɛdɪmənt],妨碍；阻止 something that makes it difficult to do or complete something
S54,Q6,render,[ˈrɛndɚ],1. 使变得，使处于〔某种状态〕+ADJ   cause to become
,,,,2. 给予，提供 to provide or furnish with ： supply
,,,,3. 放弃；让与；交出(与 up 连用)：give up ，yield
,,,,4〔以某种方式〕表达；表现 to express or present something in a particular way :render sth as
,,,,sth; render sth (in) sth
S54,Q6,preclude,[prɪˈklud],阻止  to prevent something from happening
S54,Q7,forgo,[fɔrˈɡo],放弃 to give up the use or enjoyment of something
S54,Q7,glean,[ɡlin],慢慢地收集 to gather or collect something in a gradual way
S54,Q8,magnitude,[ˈmæɡnɪtud],1
,,,,"2. 重要级 the importance, quality, or caliber of something"
S54,Q8,suppleness,['sʌplnɪs],1. 柔软 soft and able to bend or fold easily
,,,,2. 顺从 compliant often to the point of obsequiousness
S54,Q9,slight,[slaɪt],轻视，忽略 to treat as unimportant
S54,Q9,pretentious,[prɪˈtɛnʃəs],自命不凡的 having or showing the unpleasant quality of people who want to be regarded as
,,,,"more impressive, successful, or important than they really are"
S54,Q9,gigantic,[dʒaɪˈɡæntɪk],巨大的 extremely large
S54,Q9,venerable,[ˈvɛnərəbl],尊重的 old and respected
S54,Q9,snub,[snʌb],1. 冷落; 怠慢 to ignore in a deliberate and insulting way
,,,,2. 断然拒绝 to not accept or attend something as a way to show disapproval
S54,Q10,orderly,[ˈɔrdɚli],有秩序的 arranged or organized in a logical or regular way
S54,Q10,coherent,[koˈhɪrənt],1. 连贯的 logical and well-organized : easy to understand
,,,,2. 条理清楚的 able to talk or express yourself in a clear way that can be easily understood
S55,Q1,adjunct,[ˈædʒʌŋkt],附属的 added or joined in order to be used with something
S55,Q1,corollary,[ˈkɔːrəleri],结果 something that naturally follows or results from another thing
S55,Q2,indulgence,[ɪnˈdʌldʒəns],纵容 the behavior or attitude of people who allow themselves to do what they want or
,,,,who allow other people to do what they want
S55,Q2,abstemious,[əbˈstimɪəs],节约的，节省的；有节制的 not eating and drinking too much
S55,Q2,blithe,[blaɪð],"1. 漫不经心的  lacking due thought or consideration : casual, heedless"
,,,,2. 无忧无虑的 happy and without worry
S55,Q2,indolent,[ˈɪndələnt],"懒惰的 averse to activity, effort, or movement : habitually lazy"
S55,Q3,perpetuate,[pɚˈpɛtʃuet],使永恒 to make perpetual or cause to last indefinitely
S55,Q4,chagrin,[ʃəˈɡrɪn],失望; 懊恼 a feeling of being frustrated or annoyed because of failure or disappointment
S55,Q4,complacency,[kəmˈplesnsi],自满  a feeling of being satisfied with how things are and not wanting to try to make them
,,,,better
S55,Q4,hubris,[ˈhjuːbrɪs],傲慢；狂妄自大 a great or foolish amount of pride or confidence
S55,Q4,exacerbate,[ɪɡˈzæsərbeɪt],"恶化 to make a bad situation, a problem, etc. worse"
S55,Q5,countenance,[ˈkaʊntənəns],1. 支持，赞同 bearing or expression that offers approval or sanction : moral support
,,,,2. （镇定的）面容，表情 calm expression
S55,Q5,impugn,[ɪmˈpjuːn],指责，抨击 to assail by words or arguments : oppose or attack as false or lacking integrity
S55,Q6,explicitness,[ɪk'splɪsɪtnɪs],"清楚明确 fully revealed or expressed without vagueness, implication, or ambiguity"
S55,Q6,devious,[ˈdivɪəs],"1. 偏离的 deviating from a right, accepted, or common course"
,,,,"2. 狡诈的 cunning, deceptive"
S55,Q6,divergence,[daɪˈvɜːdʒəns],"分歧; 差异 difference, disagreement"
S55,Q6,ebullience,[ɪˈbʊliəns],兴高采烈 the quality of lively or enthusiastic expression of thoughts or feelings : exuberance
S55,Q6,reticence,[ˈretɪsns],"沉默寡言 the quality or state of being reticent : reserve, restraint"
S55,Q6,introspection,[ˈɪntrəˈspɛkʃən],内省；反省 the process of examining your own thoughts or feelings
S55,Q7,identical,[aɪˈdɛntɪkl],完全相同的 exactly the same
S55,Q7,analogous,[əˈnæləɡəs],类似的 similar in some way
S55,Q7,inexplicable,[ˌɪnɪkˈsplɪkəbl],无法解释的 not able to be explained or understood
S55,Q8,rudimentary,[ˌruːdɪˈmentri],1.基本的 basic or simple
,,,,2.发育不完全的，未成熟的 not very developed or advanced
S55,Q8,delusive,[dɪˈluːsɪv],欺骗性的 likely to delude
S55,Q8,sketchy,[ˈsketʃi],粗略的; 不完全的 not complete or clear
S55,Q9,uphold,[ʌpˈhold],"支持，维护 to support or defend something, such as a law"
S55,Q9,vitiate,[ˈvɪʃieɪt],损害，弄坏 to make something less effective : to ruin or spoil
S55,Q9,impair,[ɪmˈpɛr],损害；削弱 to make something weaker or worse
S55,Q10,membrane,[ˈmɛmbren],膜 a thin sheet or layer
S55,Q10,porous,[ˈpɔrəs],多孔的 having small holes that allow air or liquid to pass through
S55,Q10,clogged,[klɑːgd],阻塞的；堵住的 obstructed
S55,Q10,permeable,[ˈpɜːrmiəbl],可渗透的 allowing liquids or gases to pass through
S55,Q10,unwavering,[ʌnˈweɪvərɪŋ],"坚定的；不动摇的 If you describe a feeling or attitude as unwavering, you mean that it is"
,,,,strong and firm and does not weaken.
S56,Q1,succinct,[səkˈsɪŋkt],简洁的 using few words to state or express an idea
S56,Q1,inveterate,[ɪnˈvɛtərət],1.根深蒂固的 firmly established long persistence
,,,,2. 习惯性的 confirmed in a habit : habitual
S56,Q1,punctiliousness,[pʌŋk'tiliəsnis],小心谨慎，一丝不苟 very careful about behaving properly and doing things in a correct and
,,,,accurate way：decorous
S56,Q1,concision,[kənˈsɪʒn],简洁，简明 the quality or state of being concise
S56,Q1,imperturbability,"['impə,tə:bə'biləti]",冷静；沉着 very calm
S56,Q1,prolixity,[prəʊˈlɪksəti],冗长；罗嗦 using too many words
S56,Q2,lucidity,[luːˈsɪdəti],1. (思想、风格等的)明晰，明白，清楚 clearness of thought or style
,,,,2. 洞察力 a presumed capacity to perceive the truth directly and instaneously : clairvoyance
S56,Q2,erudition,[ˌeruˈdɪʃn],博学 impressive knowledge that is learned by studying
S56,Q2,grandiosity,[grændəˈɒsɪtɪ],宏伟；夸张 characterized by affection of grandeur or splendor or by absurd exaggeration
S56,Q3,ambivalent,[æmˈbɪvələnt],"矛盾的 simultaneous and contradictory attitudes or feelings toward an object, person, or"
,,,,action
S56,Q3,complacent,[kəmˈplesnt],自满的 satisfied with how things are and not wanting to change them : self-satisfied
S56,Q3,indifferent,[ɪnˈdɪfrənt],1. 没兴趣的，冷淡的 marked by a lack of enthusiasm : apathetic
,,,,2. 公正的 marked by impartiality : unbiased
S56,Q3,revile,[rɪˈvaɪl],辱骂；斥责 to subject to verbal abuse : vituperate
S56,Q3,adulate,[ˈædʒəˌleɪt],奉承; 谄媚 to flatter or praise obsequiously
S56,Q4,florid,[ˈflɔrɪd],过分花哨的 very flowery in style
S56,Q4,bombast,[ˈbɑːmbæst],夸大的言辞 pretentious inflated speech or writing
S56,Q4,superfluous,[sʊˈpɝflʊəs],多余的，不必要的 beyond what is needed : not necessary
S56,Q4,requisite,[ˈrɛkwəzɪt],"必要的 essential, necessary"
S56,Q4,apocryphal,[əˈpɑːkrɪfl],伪的 of doubtful authenticity : spurious
S56,Q5,panacea,[ˌpænəˈsiːə],万能药 a remedy for all ills or difficulties : cure-all
S56,Q5,malady,[ˈmælədi],小疾病 a disease or illness
S56,Q5,recede,[rɪˈsid],1. 后退 to move back or away : withdraw
,,,,"2. 减弱 to grow less or smaller : diminish, decrease"
S56,Q5,obviate,[ˈɑːbvieɪt],
,,,,something
S56,Q5,temper,[ˈtɛmpɚ],使缓和 to make something less severe or extreme
S56,Q6,explicable,[ɪkˈsplɪkəbl],能解释的 possible to explain
S56,Q6,ripple,[ˈrɪpl],
S56,Q6,subtle,[ˈsʌtl],1.不易察觉的 hard to notice or see : not obvious
,,,,2. 难以理解的 difficult to understand or perceive : obscure
,,,,3. 狡猾的  clever and indirect : not showing your real purpose
,,,,4. 敏感的，有洞察力的 having or showing skill at recognizing and understanding things that
,,,,are not obvious
S56,Q6,mask,[mæsk],掩饰，遮盖 keep something from being known or noticed
S56,Q6,minuscule,[ˈmɪnəskjuːl],极小的 very small
S56,Q7,superiority,[suˌpɪrɪˈɔrəti],优越，优势 the quality or state of being superior
S56,Q7,homogeneity,[ˌhɑːmədʒəˈniːəti],同质，同种 the state of having identical cumulative distribution function or values
S56,Q7,immutability,[ɪˌmjuːtəˈbɪləti],不变 unable to be changed
S56,Q8,manifest,[ˈmænɪfɛst],1. 明显的 able to be seen : clearly shown or visible
,,,2.  显现出 to show something clearly,
S56,Q8,impregnable,[ɪmˈprɛɡnəbl],"牢不可破的; 坚不可摧的 unconquerable, unassailable"
S56,Q8,germane,[dʒɝˈmen],有密切关系的 relating to a subject in an appropriate way
S56,Q9,exhaustion,[ɪgˈzɔstʃən],精疲力竭 the state of being extremely tired
S56,Q9,deference,[ˈdefərəns],尊敬 a way of behaving that shows respect for someone or something
S56,Q10,groan,[ɡron],"1. 呻吟 to utter a deep moan indicative of pain, grief, or annoyance"
,,,,2. 抱怨 to complain about something
S56,Q10,intangible,[ɪnˈtændʒəbl],无形的，触摸不到的 not made of physical substance : not able to be touched : impalpable
S56,Q10,impalpable,[ɪmˈpælpəbl],无形的，触摸不到的 incapable of being felt by touch : intangible
S56,Q10,ephemeral,[əˈfɛmərəl],短暂的 lasting a very short time
S57,Q1,mercurial,[mɜːrˈkjʊriəl],善变的 changing  often : very changeable
S57,Q1,amorphous,[əˈmɔrfəs],无固定形状的 having no definite or clear shape or form
S57,Q1,ubiquitous,[juːˈbɪkwɪtəs],无处不在的 seeming to be seen everywhere
S57,Q1,manifest,[ˈmænɪfɛst],1. 明显的 able to be seen : clearly shown or visible
,,,,2.  显现出 to show something clearly
S57,Q1,exiguous,[eɡˈzɪɡjuəs],稀少的，不足的 inadequate
S57,Q2,resurgence,[rɪˈsɜːrdʒəns],恢复，复苏 a growth or increase that occurs after a period without growth or increase
S57,Q2,demise,[dɪˈmaɪz],"死亡 die, decease"
S57,Q3,turbulent,[ˈtɝbjələnt],"动荡的 full of  confusion, violence, or disorder : not stable or steady"
S57,Q3,cosmopolitan,[ˈkɑzməˈpɑlətn],"1. (人等）见多识广的,a cosmopolitan person, belief, opinion etc shows a wide experience of"
,,,,different people and places
,,,,2（指地方）世界性的，国际性的（含褒义）a cosmopolitan place has people from many different
,,,,parts of the world - use this to show approval
S57,Q4,ubiquitous,[juːˈbɪkwɪtəs],无处不在的 seeming to be seen everywhere
S57,Q4,innocuous,[ɪˈnɑːkjuəs],1. 无意冒犯的 not likely to bother or offend anyone
,,,,2. 无害的 causing no injury
S57,Q4,insalubrious,"[,ɪnsə'lubrɪəs]","有害健康的; 使人不快的  not salubrious; unpleasant, unhealthy, or sordid"
S57,Q4,benign,[bɪˈnaɪn],"和善的 kind, gentle, and harmless"
S57,Q4,baneful,[ˈbeɪnfl],有害的；有毒的 causing destruction or serious damage
S57,Q5,sanguine,[ˈsæŋɡwɪn],自信乐观的 confident and hopeful
S57,Q5,introspective,[ˈɪntrəˈspɛktɪv],反省的; 内省的 an examination of one's own thoughts and feelings
S57,Q5,diverge,[daɪˈvɝdʒ],1. 分歧 to become or be different in character or form
,,,,2. 偏离 deviate
S57,Q6,compliance,[kəmˈplaɪəns],
,,,,process of complying
S57,Q6,obsequiousness,[əb'si:kwiəsnis],谄媚；奉承 marked by or exhibiting a fawning attentiveness
S57,Q6,veil,[vel],掩饰 to hide or partly hide something
S57,Q6,sabotage,[ˌsæbəˈtɑʒ],
S57,Q6,cynicism,[ˈsɪnɪsɪz(ə)m],人皆自私论; 愤世嫉俗论 beliefs that people are generally selfish and dishonest
S57,Q6,acquiescence(to),[ˌækwiˈesns],
,,,,of what they do even though you do not agree with it
S57,Q6,intractability,"[ɪn,træktə'bɪləti]","棘手；难驾驭 not neasily managed, controlled, or solved"
S57,Q6,veneration,[ˌvenəˈreɪʃn],
S57,Q7,endorse,[ɪnˈdɔrs],
,,,,something
S57,Q7,denounce,[dɪˈnaʊns],谴责 to criticize someone harshly and publicly
S57,Q7,lambast,[læm'best],严厉批评 to criticize someone or something very harshly : censure
S57,Q8,antediluvian,[ˌæntɪdɪˈluvɪən],古老的，过时的 very old or old-fashioned
S57,Q8,flighty,[ˈflaɪti],1. 易惊的 easily excited or frightened
,,,,2. 缺乏稳定性的 lacking stability or steadiness
S57,Q8,archaic,[ɑrˈkeɪk],陈旧的; 过时的 extremely old or extremely old-fashioned
S57,Q8,chauvinistic,[ˌʃəʊvɪˈnɪstɪk],"盲目爱国的 the belief that your country, race is better than any other"
S57,Q8,capricious,[kəˈprɪʃəs],"反复无常的; 易变的 changing often and quickly : impulsive, unpredicatable"
S57,Q8,patronize,[ˈpeɪtrəˌnaɪz;ˈpætrənˌaɪz],以高人一等的态度对待 to adopt an air of condescension toward : treat haughtily or cooly
S57,Q9,facile,[ˈfæsl],易做到的 done or achieved in a way that is too easy
S57,Q9,superficial,[ˌsupɚˈfɪʃl],"1. (人) 肤浅的 If you describe someone as superficial, you disapprove of them because they"
,,,,"do not think deeply, and have little understanding of anything serious or important."
,,,,2. 表面上的  concerned only with what is obvious or apparent : not thorough or complete
,,,,【上海云端教育·专注 GRE：添加微信 YunMengZe1020 获取机经】
S57,Q9,ethereal,[iˈθɪriəl],"1. 虚无缥缈的 lacking material substance : immaterial, intangible"
,,,,2. 精妙的，优雅的 very delicate
S57,Q9,convoluted,[ˈkɑːnvəluːtɪd],"晦涩的; 复杂的 very complicated and difficult to understand : involved, intricate"
S57,Q9,tortuous,[ˈtɔːrtʃuəs],"冗长复杂的 complicated, long, and confusing"
S57,Q9,protract,[proʊˈtrækt],"延长 to lengthen or extend (a speech, etc); prolong in time"
S57,Q10,abash,[əˈbæʃ],使困窘；使羞愧 to destroy the self-possession or self-confidence of : disconcert
S57,Q10,impetuous,[ɪmˈpetʃuəs],冲动的 acting or done quickly and without thought : controlled by emotion rather than
,,,,thought
S57,Q10,hubristic,['hju:bristik],傲慢的 exaggerated pride or self-confidence
S57,Q10,narcissistic,[ˌnɑrsɪˈsɪstɪk],自恋的 egoism
S57,Q10,diffident,[ˈdɪfɪdənt],缺乏自信的 lacking confidence : not feeling comfortable around people
S58,Q1,civic,[ˈsɪvɪk],"市民的 of or relating to a citizen, a city, citizenship, or community affairs"
S58,Q1,exclusive,[ɪkˈsklusɪv],专用的; 独有的 not shared : available to only one person or group
S58,Q2,choleric,[ˈkɑːlərɪk],易怒的；暴躁的 made angry easily
S58,Q2,intransigent,[ɪnˈtrænzɪdʒənt],不妥协的，不让步的 characterized by refusal to compromise or to abandon an extreme
,,,,position or attitude : uncompromising
S58,Q2,officious,[əˈfɪʃəs],多管闲事的 used to describe an annoying person who tries to tell other people what to do
,,,,in a way that is not wanted or needed
S58,Q2,irenic,[aɪ'renɪk; -'riː-],"和好的; 促进和平的 favoring, conducive to, or operating toward peace, moderation, or"
,,,,conciliation
S58,Q2,prudent,[ˈprʊdnt],谨慎的 having or showing careful good judgment
S58,Q3,substitution,[ˌsʌbstəˈtjʊʃən],代替 the act of substituting or replacing one person or thing with another
S58,Q3,altruistic,[ˌæltrʊˈɪstɪk],利他的，无私的 feelings and behavior that show a desire to help other people and a lack of
,,,,selfishness
S58,Q3,solemn,[ˈsɑləm],"(人) 严肃的; (物) 庄严的 very serious or formal in manner, behavior, or expression"
S58,Q4,abstruse,[əbˈstrus],深奥难懂的 hard to understand : recondite
S58,Q4,cursory,[ˈkɜːrsəri],粗略的 done or made quickly
S58,Q5,dutiable,[ˈdjʊtɪəbl],应征税的 subject to a duty
S58,Q5,prolific,[prəˈlɪfɪk],1. (动物、人、植物) 多产的 producing  young or fruit especially freely : fruitful
,,,,2. (作家、艺术家或作曲家) 多产的 marked by abundant inventiveness or productivity <a
,,,,prolific composer>
S58,Q5,seminal,[ˈsemɪnl],"1. 有重大影响的 having a strong influence on ideas, works, events, etc., that come later :"
,,,,very important and influential
,,,,"2. 有创造力的 creative, original"
S58,Q6,stigma,[ˈstɪɡmə],耻辱 a mark of shame or discredit : stain
S58,Q6,blemish,[ˈblemɪʃ],小缺点，小瑕疵 to spoil by a flaw
S58,Q6,allure,[əˈlʊr],引诱 to entice by charm or attraction
S58,Q6,valid,[ˈvælɪd],1. 有根据的 fair or reasonable
,,,,2. 合法的 accepted according to the law
S58,Q6,inveterate,[ɪnˈvɛtərət],1.根深蒂固的 firmly established long persistence
,,,,2. 习惯性的 confirmed in a habit : habitual
S58,Q7,litigation,[ˈlɪtəˈgeʃən],诉讼 Litigation is the process of fighting or defending a case in a civil court of law.
S58,Q7,burdensome,[ˈbɜːrdnsəm],繁重的 causing difficulty or worry
S58,Q7,pedestrian,[pəˈdɛstrɪən],"无聊乏味的，没有想象力的 not interesting or unusual : commonplace, unimaginative"
S58,Q7,sporadic,[spəˈrædɪk],"零星的 occurring occasionally, singly, or in irregular or random instances"
S58,Q7,mundane,[mʌnˈdeɪn],1.单调乏味的 dull and ordinary:boring
,,,,2.尘世间的，世俗的 concerned with ordinary daily life rather than religious matters
S58,Q7,promising,[ˈprɑmɪsɪŋ],有望成功的 likely to succeed or to be good
S58,Q7,onerous,[ˈɑnərəs],繁重的; 费力的 difficult and unpleasant to do or deal with
S58,Q8,illustrious,[ɪˈlʌstrɪəs],著名的 notably or brilliantly outstanding because of dignity or achievements or actions :
,,,,eminent
S58,Q8,sordid,[ˈsɔːrdɪd],1. 卑鄙的; 不诚实的 very bad or dishonest
,,,,2. 肮脏的 very dirty
,,,,3. 贪婪的 meanly avaricious : covetous
S58,Q8,fraught,[frɔt],担心的，忧虑的 causing or having a lot of emotional stress or worry
S58,Q9,implausible,[ɪmˈplɔːzəbl],难以置信的 not believable or realistic
S58,Q9,incredible,[ɪnˈkrɛdəbl],1. 难以置信的 difficult or impossible to believe
,,,,"2. 极好的 extremely good, great, or large"
S58,Q9,rudimentary,[ˌruːdɪˈmentri],1.基本的 basic or simple
,,,,2.发育不完全的，未成熟的 not very developed or advanced
S58,Q9,elemental,[ˌelɪˈmentl],基本的；主要的 basic and important
S58,Q10,cowardly,[ˈkaʊədli],胆小的; 怯懦的 lacking courage
S58,Q10,capricious,[kəˈprɪʃəs],"反复无常的; 易变的 changing often and quickly : impulsive, unpredicatable"
S58,Q10,petty,[ˈpɛti],琐碎的，不重要的 not very important
S58,Q10,spiteful,[ˈspaɪtfl],怀有恶意的 filled with or showing spite : malicious
S59,Q1,verdict,[ˈvɝdɪkt],裁决 a judgment or opinion about something
S59,Q1,mollify,[ˈmɑːlɪfaɪ],1. 安抚，平息 to soothe in temper or disposition : appease
,,,,"2. 缓和 to reduce in intensity : assuage, temper"
S59,Q1,emulsify,[ɪˈmʌlsɪfaɪ],使…乳化 to mix liquids together to form an emulsion
S59,Q1,denigrate,[ˈdenɪɡreɪt],1. 诋毁; 玷污 to attack the reputation of : defame
,,,,2. 贬低 to deny the importance or validity of : belittle
S59,Q1,petrify,[ˈpɛtrɪfaɪ],使非常害怕 to make someone very afraid
S59,Q2,plasticity,[plæˈstɪsəti],可塑性；适应性 the quality of being able to be made into different shapes
S59,Q3,forbearance,[fɔrˈbɛrəns],忍耐；宽容 the quality of someone who is patient and able to deal with a difficult person or
,,,,situation without becoming angry
S59,Q3,exuberant,[ɪɡˈzuːbərənt],1.（建筑/语言风格）华丽的，繁冗的 unrestrained or elaborate especially in style : flamboyant.
,,,,"2.  充满活力的 very lively,happy,or energetic."
,,,,3. 丰富的多产的 existing in large amounts;very plentiful
S59,Q3,obduracy,['ɑbdjʊrəsi],执拗; 顽固不化 the quality or state of being obdurate
S59,Q3,temper,[ˈtɛmpɚ],使缓和 to make something less severe or extreme
S59,Q3,exacerbate,[ɪɡˈzæsərbeɪt],"恶化 to make a bad situation, a problem, etc. worse"
S59,Q4,robust,[roˈbʌst],1. 健康的，强健的 strong and healthy
,,,,2.强有力的 (观点、见解) Robust views or opinions are strongly held and forcefully
,,,,expressed.
S59,Q4,manageable,[ˈmænɪdʒəbl],易控制的，易处理的 easy to control or deal with
S59,Q4,transient,[ˈtrænzɪrnt],短暂的 not lasting long
S59,Q5,overwhelming,[ˌoʊvərˈwelmɪŋ],"压倒性的；势不可挡的 very great in number, effect, or force"
S59,Q5,chaotic,[keˈɑtɪk],混乱的 a state of complete disorder and confusion
S59,Q5,grandeur,[ˈɡrændʒɚ],宏伟壮观 a great and impressive quality
S59,Q6,subordinate,[səˈbɔdɪnet],次要的; 从属的 less important than someone or something else
S59,Q6,compunction,[kəmˈpʌŋkʃn],悔恨，后悔 a feeling of guilt or regret
S59,Q6,resilience,[rɪˈzɪliəns],
,,,,happens
,,,,
,,,,"stretched, pressed,bent,etc"
S59,Q7,plethora,[ˈpleθərə],"过剩 excess, superfluity"
S59,Q7,surfeit,[ˈsɜːrfɪt],过多的，多余的 an overabundant supply : excess
S59,Q8,triumph,[ˈtraɪʌmf],胜利; 成就 a great success or achievement
S59,Q8,upheaval,[ʌpˈhiːvl],
S59,Q8,bombshell,[ˈbɑmʃɛl],爆炸性消息 something that is very surprising or shocking
S59,Q8,venture,[ˈvɛntʃɚ],冒险 to undertake the risks and dangers of : brave
S59,Q9,deleterious,[ˌdeləˈtɪriəs],有害的 damaging or harmful
S59,Q9,unorthodox,[ʌnˈɔːrθədɑːks],
,,,,you mean that they are different from what is generally accepted.
S59,Q9,intricate,[ˈɪntrɪkət],
,,,,2. 复杂的  difficult to resolve or analyze
S59,Q10,avaricious,[ˌævəˈrɪʃəs],贪婪的 greedy of gain : covetous
S59,Q10,redundant,[rɪˈdʌndənt],多余的 exceeding what is necessary or normal : superfluous
S59,Q10,frivolous,[ˈfrɪvələs],轻率的 not important : not deserving serious attention
S59,Q10,egotistical,[ˌigəˈtɪstɪkl],
,,,,"etc., than other people"
S59,Q10,ephemeral,[əˈfɛmərəl],短暂的 lasting a very short time
S59,Q10,altruistic,[ˌæltrʊˈɪstɪk],利他的，无私的 feelings and behavior that show a desire to help other people and a lack of
,,,,selfishness
S59,Q10,benevolent,[bəˈnɛvələnt],仁慈的 kind and generous
S60,Q1,vista,[ˈvɪstə],远景 a large and beautiful view of an area of land or water
S60,Q1,volatile,[ˈvɑlətl],1. 变化无常的 likely to change in a very sudden or extreme way
,,,,2. 情绪不稳定的 having or showing extreme or sudden changes of emotion
,,,,"3. 转瞬即逝的 difficult to capture or hold permanently : evanescent, transitory"
S60,Q1,grandiose,[ˈɡrændɪos],华而不实的 seeming to be impressive or intended to be impressive but not really possible
,,,,or practical
S60,Q1,gregarious,[grɪˈgɛrɪəs],1. 爱社交的 enjoying the company of other people
,,,,2. 群居的 tending to live in groups
S60,Q1,self-effacing,['selfə'feisiŋ],谦逊的; 不出风头的 Someone who is self-effacing does not like talking about themselves
,,,,or drawing attention to themselves.
S60,Q1,imperious,[ɪmˈpɪrɪəs],专横的; 傲慢的 having or showing the proud and unpleasant attitude of someone who
,,,,gives orders and expects other people to obey them
S60,Q2,counterpart,[ˈkaʊntɚpɑrt],极相似的人或物 one having the same function or characteristics as another
S60,Q3,interminable,[ɪnˈtɜːrmɪnəbl],冗长的；无止尽的 having or seeming to have no end
S60,Q3,rebuff,[rɪˈbʌf],断然拒绝 to refuse in a rude way
S60,Q4,squelch,[skwɛltʃ],镇压 to completely suppress : quell
S60,Q4,foment,[foʊˈment],"煽动 to promote the growth or development of : rouse, incite"
S60,Q4,smother,[ˈsmʌðɚ],1. 压抑，抑制 to try to keep something from happening
,,,,2. 覆盖 to cover something in order to keep it from growing or spreading
S60,Q4,embrace,[ɪmˈbres],1. 欣然接受 to accept readily or gladly
,,,,"2. 包括 to take in or include as a part, item, or element of a more inclusive whole"
S60,Q6,enigma,[ɪˈnɪgmə],难解之谜 something or someone that is difficult to understand or explain
S60,Q7,spur,[spɝ],刺激，鞭策 to encourage someone to do or achieve something : stimulate
S60,Q7,codify,[ˈkɑːdɪfaɪ],编纂 to put things in an orderly form
S60,Q7,foster,[ˈfɔstɚ],1. 促进 to promote the growth or development of : encourage
,,,,2. 养育 to give parental care to : nurture
S60,Q8,perilous,[ˈpɛrələs],危险的 full of danger
S60,Q8,hazardous,[ˈhæzɚdəs],危险的 involving risk or danger
S60,Q8,auspicious,[ɔˈspɪʃəs],1. 有望成功的 showing or suggesting that future success is likely
,,,,2. 吉利的  attended by good fortune
S60,Q9,cursory,[ˈkɜːrsəri],粗略的 done or made quickly
S60,Q9,amorphous,[əˈmɔrfəs],无固定形状的 having no definite or clear shape or form
S60,Q9,methodical,[məˈθɑdɪkl],有条不紊的 done by using a careful and organized procedure : systematic
S60,Q10,hatred,[ˈhetrɪd],憎恨 a very strong feeling of dislike
S60,Q10,overt,[oˈvɝt],公开的; 明显的 easily seen : not secret or hidden
S60,Q10,rudimentary,[ˌruːdɪˈmentri],1.基本的 basic or simple
,,,,2.发育不完全的，未成熟的 not very developed or advanced
S60,Q10,embryonic,[ˌembriˈɑːnɪk],萌芽阶段的 in an early or undeveloped stage
S61,Q1,revile,[rɪˈvaɪl],辱骂；斥责 to subject to verbal abuse : vituperate
S61,Q1,languish,[ˈlæŋɡwɪʃ],"虚弱的 become feeble, weak, or enervated"
S61,Q1,immutable,[ɪˈmjutəbl],不变的 unable to be changed
S61,Q2,obduracy,['ɑbdjʊrəsi],执拗; 顽固不化 the quality or state of being obdurate
S61,Q2,zealous,[ˈzɛləs],
,,,,with zeal
S61,Q2,astute,[əˈstut],
,,,,mentally sharp or clever
S61,Q2,tractable,[ˈtræktəbl],易驾驭的，易控制的 easily managed or controlled
S61,Q3,deluge,[ˈdɛljʊdʒ],"使充满；压倒 overwhelm, swamp"
S61,Q3,tentative,[ˈtɛntətɪv],1. 初步的 not fully worked out or developed
,,,,"2. 犹豫的 hesitant, uncertain"
S61,Q4,disguise,[dɪsˈɡaɪz],掩饰，伪装 to obscure the existence or true state or character of : conceal
S61,Q4,diminish,[dɪˈmɪnɪʃ],
S61,Q4,precede,[prɪˈsid],"1. 先于 to happen, go, or come before something or someone"
,,,,"2. 超过，领先 to surpass in rank, dignity, or importance"
S61,Q4,supplement,[ˈsʌplɪmənt],
S61,Q4,supplant,[səˈplænt],代替 to take the place of
S61,Q5,expenditure,[ɪkˈspɛndɪtʃɚ],花费 the act of spending money
